tweet_id,score,value
1059786462995140608,0.3046,negative
1059795565779845121,0.4059,negative
1059203213491093504,0.4441,negative
1059796383446777856,0.2674,negative
1058141582996791296,0.2688,negative
1059950061717803008,0.1169,negative
1057256718923644928,0.7981,positive
1059890664031354890,0.7381,positive
1059804932960854016,0.6141,positive
1059784347488870401,1.0000,positive
1058837417778708482,0.4634,neutral
1059809651477413888,0.5000,neutral
1059818160742907905,0.6884,positive
1059865163887718400,0.4910,neutral
1059912723742556160,0.6435,positive
1059776697770352641,0.3297,negative
1059833322795352067,0.5471,neutral
1059934753904836610,0.7742,positive
1059895711100215296,0.3545,negative
1059501287161643008,0.3354,negative
1059610125911146501,0.5272,neutral
1059919653844250624,0.2826,negative
1059824283629903872,0.5190,neutral
1059842991718719488,0.6416,positive
1057225797776408577,0.7192,positive
1059805903103410177,0.3113,negative
1059786929259143168,0.5515,positive
1059840562419916803,0.2959,negative
1059772945097220097,0.4581,neutral
1059917536186253314,0.1875,negative
1059084934281867264,0.5805,positive
1059806221962756096,0.5276,neutral
1059777662745538560,0.4669,neutral
1059907406627594240,0.2956,negative
1059817810145222657,0.4807,neutral
1059832647957004288,0.4686,neutral
1059873600952565761,0.2500,negative
1059847242603995136,0.8180,positive
1059945388055117828,0.6591,positive
1059757076510113793,0.6588,positive
1059815621087711233,0.5000,neutral
1058341445214584836,0.4126,negative
1059796654029750273,0.3656,negative
1059434668938985472,0.3865,negative
1058369509713575936,0.4622,neutral
1059762841845153792,0.4623,neutral
1059925039884263425,1.0000,positive
1059819221054603266,0.5000,neutral
1057602563200245760,0.3280,negative
1058318573519728642,0.6593,positive
1059779101303676929,0.2674,negative
1059820079465013248,1.0000,positive
1059867897290473472,0.5877,positive
1059934708274880513,0.6375,positive
1059911620728705024,0.8800,positive
1059181019587330048,0.6385,positive
1059595247527686145,0.5078,neutral
1059324484572901377,0.5717,positive
1059936386474745856,0.4695,neutral
1059935832700866560,0.5197,neutral
1059851716546490370,0.3900,negative
1057466704148733952,0.1669,negative
1059938311127646210,0.5000,neutral
1057042259407978496,0.5418,neutral
1059800336066588672,0.5000,neutral
1059870971933483008,0.2917,negative
1059835511848742913,0.1714,negative
1059786875576221696,0.5815,positive
1059784168446611457,0.0171,negative
1059766569549656064,0.5492,neutral
1059929593551953920,0.3459,negative
1059269066416943104,0.6038,positive
1059404030986858496,0.7500,positive
1059843600211685376,0.3515,negative
1059867504888201218,0.5645,positive
1059796045205528578,0.4366,negative
1059872477797629953,0.2466,negative
1059825786360864775,0.6070,positive
1059838129077661697,0.5246,neutral
1057480831445413888,0.5518,positive
1057788423711404032,0.3007,negative
1059634754977439744,0.3148,negative
1059384899898167296,0.7385,positive
1059776044109049856,0.4472,negative
1058384888947265537,0.7174,positive
1059762322955268097,0.5875,positive
1058252928358670336,0.5488,neutral
1058779338856955904,0.5692,positive
1059920913284689920,0.4447,negative
1059633955899609090,0.4126,negative
1056691571045908484,0.5415,neutral
1059908861556154369,0.5144,neutral
1059890686051434507,0.5761,positive
1059816239848153090,0.3117,negative
1059841527122444288,0.4254,negative
1059699979550384128,0.4727,neutral
1057747353736802304,0.2648,negative
1059916614362169344,0.3417,negative
1059931457525874688,0.2729,negative
1059676358077497344,0.4029,negative
1057029623551324160,0.5717,positive
1059793734009831424,0.4468,negative
1059858370965000193,0.6030,positive
1059505969695244288,0.6918,positive
1059804235028750337,0.1429,negative
1059600818851192832,0.5890,positive
1059897452139036678,0.4459,negative
1059839440338739200,0.7602,positive
1056646922570788864,0.7132,positive
1058816078300827648,0.4564,neutral
1057634823542427648,0.4058,negative
1059799887242555392,0.2222,negative
1059869998561312770,0.4522,neutral
1059788375882895360,0.6888,positive
1059921985160011777,0.5431,neutral
1057442889733672960,0.3180,negative
1058881599968813056,0.5717,positive
1059888738862579712,0.4893,neutral
1059671873183776768,0.4014,negative
1059793117673635840,0.8571,positive
1059913800437190659,0.4076,negative
1059883013239128066,0.4262,negative
1059861852493099008,0.4922,neutral
1059941295022596097,0.2138,negative
1057228647449419777,0.0000,negative
1059612009497612288,0.4320,negative
1059867365834399746,0.5708,positive
1059790398510514177,0.5579,positive
1059519669915303937,0.4464,negative
1059618053481213959,0.4450,negative
1059786597472878592,0.3291,negative
1059454259048136704,0.4949,neutral
1059867977540087808,0.5431,neutral
1059859450566266880,0.7099,positive
1059609591451971584,0.5001,neutral
1059798703224078336,0.4976,neutral
1057059538862530560,0.0000,negative
1059914988226273281,0.3898,negative
1059842972940992513,0.7056,positive
1059788267166547968,0.3885,negative
1059628040437809152,0.5303,neutral
1059904021463527424,0.7379,positive
1059647552763715584,0.6777,positive
1059933150846074880,0.3654,negative
1059800927715160065,0.2955,negative
1059948560685379584,0.3796,negative
1059869664950530048,0.7500,positive
1059787509368942593,0.3380,negative
1058157591992455169,0.5173,neutral
1059802945502543882,0.5121,neutral
1059931567609520128,0.4128,negative
1058400751351971841,0.5289,neutral
1059871917606342656,0.4551,neutral
1059767486533513216,0.5039,neutral
1058048706837135360,0.5530,positive
1059784255432208384,0.2046,negative
1059877160599646208,0.4096,negative
1059627565604917248,0.5017,neutral
1059501132018606086,0.4376,negative
1059792255769292800,0.4140,negative
1059890662705893376,0.6941,positive
1058337029237493760,0.4551,neutral
1059618271706669056,0.5420,neutral
1059471485654495233,0.3090,negative
1059822510399725569,0.4478,negative
1059923417229676545,0.4385,negative
1059904176069718016,0.0000,negative
1059915162965209090,0.5352,neutral
1059870102466760705,0.6753,positive
1056962045160185856,0.7749,positive
1058840938779471874,0.4718,neutral
1059812095800303617,0.4952,neutral
1059858580323610624,0.4796,neutral
1059501238323240960,0.3354,negative
1059897615343599616,0.8265,positive
1057014265259941888,0.6525,positive
1059790403053015040,0.5485,neutral
1057256700384808960,0.7500,positive
1059889648829456386,0.8416,positive
1059796471481057281,0.5279,neutral
1056709129669099520,0.3214,negative
1059814604824547329,0.4422,negative
1057059560895201285,0.4771,neutral
1058347618575835136,0.5906,positive
1059831680549167107,0.3491,negative
1059787165771747328,0.2959,negative
1059824809234915328,0.6934,positive
1058437542553534465,0.5211,neutral
1059796803523088384,0.7785,positive
1059816858575089664,0.4526,neutral
1059870735701852160,0.2242,negative
1059759680279461888,0.6447,positive
1059954873632985088,0.5499,neutral
1058099683829067776,0.4164,negative
1059914741265653762,0.6400,positive
1057289888423444480,0.4387,negative
1059836141342547968,0.4793,neutral
1059717934908628994,0.5033,neutral
1059824324717219841,0.4969,neutral
1059706940496994304,0.3442,negative
1059777593233367042,0.2826,negative
1059874368644366337,0.6090,positive
1058074905198116865,0.5000,neutral
1059783667034320899,0.6144,positive
1059643754435567617,0.5000,neutral
1058552765100761088,0.4984,neutral
1059608306463973377,0.6150,positive
1059764993338601472,0.3307,negative
1059845295922708480,0.4701,neutral
1059678445431635969,0.3600,negative
1059807355834122242,0.3596,negative
1057454167080529920,0.8571,positive
1057642399202185219,0.6494,positive
1059762023414796288,0.7273,positive
1059836261597364225,0.5193,neutral
1058144080771846144,0.2959,negative
1059778252506611712,0.6455,positive
1059774681832669185,0.2876,negative
1059810136783503360,0.4055,negative
1059617175437262848,0.3811,negative
1059866217463324673,0.9552,positive
1059942379225051136,0.5000,neutral
1059948994984660992,0.5903,positive
1059798357479178242,0.4426,negative
1059816771333578752,0.5390,neutral
1059795876904865792,0.3805,negative
1059789010162409472,0.4118,negative
1059638079261163525,0.6561,positive
1059158477778681856,0.5939,positive
1058075015797792770,0.5225,neutral
1059867646320087044,0.5412,neutral
1059858319672778752,0.1875,negative
1059797838329208833,0.6227,positive
1059800342257459201,0.2725,negative
1057167328306171904,0.8704,positive
1058311359945949184,0.2977,negative
1059789060355559424,0.3582,negative
1059618637848420353,0.6820,positive
1056918297285984257,0.5646,positive
1059639254450610176,0.8156,positive
1059784680361394179,0.4902,neutral
1059637638225973248,0.3000,negative
1059143427907076096,0.2368,negative
1059930927671984128,0.5856,positive
1059856736734138369,0.7564,positive
1059784434478653440,0.2222,negative
1059847114275110912,0.8448,positive
1059957351518633984,0.5285,neutral
1058396626094563328,0.2875,negative
1059831191732449282,0.6306,positive
1059835308664070145,0.6141,positive
1059751225225240576,0.9347,positive
1059936424877846541,0.7093,positive
1059913957429919746,0.4266,negative
1056712312445374464,0.7504,positive
1059505781534527491,0.7684,positive
1059783419536781312,0.2706,negative
1059365578744516608,0.5000,neutral
1059881272699469827,0.4261,negative
1059773791449034753,0.1325,negative
1059824666985021440,0.4102,negative
1059819131392942089,0.8104,positive
1059891723822923776,0.5116,neutral
1059814234920570880,0.6026,positive
1059792788882108416,0.7941,positive
1059856589379788800,0.8530,positive
1059777438635515909,0.8027,positive
1059600125755121664,0.5819,positive
1059102064788299776,0.6918,positive
1057251828633649152,0.5134,neutral
1059871188799897601,0.5463,neutral
1059780466264494080,0.5104,neutral
1059629284095078400,0.5411,neutral
1058948692219174913,0.6174,positive
1059878614978703361,0.7998,positive
1059922897542754305,0.4266,negative
1059889632446418944,0.3100,negative
1059860793011945472,0.5228,neutral
1059776131908468736,0.3824,negative
1058494075278639104,0.3865,negative
1057847411241074690,0.5314,neutral
1059838245834539008,0.6501,positive
1059632360046632961,0.4872,neutral
1059799512791900160,0.5631,positive
1059941894170574849,0.2826,negative
1059870434789855234,0.3583,negative
1059817945193476097,0.2484,negative
1058019178328875008,0.4718,neutral
1059935881023361024,0.5000,neutral
1059520826834386946,0.7227,positive
1059919158580789248,0.3984,negative
1059823792409722880,0.6367,positive
1059673432202330112,0.2504,negative
1059052734358401024,0.5773,positive
1059581347638005762,0.5336,neutral
1059897720830341120,0.6222,positive
1059764432576897024,0.5232,neutral
1059627834853998592,0.5843,positive
1059794124574994434,0.6295,positive
1059934590696153089,0.6879,positive
1058916753185619968,0.4657,neutral
1059637188059643904,0.2852,negative
1059601243507777536,0.6020,positive
1059782383656976384,0.4156,negative
1058905234544701441,0.1903,negative
1059611972424134656,0.8139,positive
1059928643047174145,0.5000,neutral
1059751902219591680,0.4441,negative
1059729664556576768,0.7003,positive
1059869033833603077,0.3958,negative
1059580944439562241,0.4873,neutral
1059601305780527104,0.4108,negative
1059567771976167424,0.3032,negative
1057045281148203013,0.3222,negative
1059839117427699713,0.9140,positive
1059789903221927936,0.7354,positive
1059488642975129602,0.0000,negative
1059836381860642817,0.5175,neutral
1059838859482144769,0.4233,negative
1058732491178041345,0.5565,positive
1059889452082958336,0.0000,negative
1058770402258886656,0.5532,positive
1059806161841635329,0.7866,positive
1059601642646056960,0.4998,neutral
1059802882415955969,0.3778,negative
1059932621197717506,0.5188,neutral
1059642082116149248,0.3337,negative
1059620931604230147,0.0000,negative
1059173962771582976,0.4996,neutral
1059954068880322560,0.6623,positive
1058992316675997696,0.5265,neutral
1059846638838206464,0.5246,neutral
1059885667952427008,0.3643,negative
1059878791336681473,0.6365,positive
1059870297371930624,0.5554,positive
1059874966458511360,0.5016,neutral
1059869467340165122,0.4795,neutral
1059629790414680065,0.7220,positive
1057982758067281920,0.5634,positive
1059857655060185088,0.3462,negative
1059934641375842304,0.5689,positive
1059894812328058881,0.8755,positive
1058479436083937280,0.3204,negative
1059795573866487809,0.7381,positive
1059596599624720384,0.1429,negative
1058839621298278400,0.5763,positive
1059810748220801024,0.1456,negative
1057650589893607429,0.6057,positive
1059852273000595456,0.7927,positive
1059764590710534144,0.0436,negative
1059810480318046209,0.7003,positive
1059897621836414976,0.8265,positive
1059924595162181632,0.5899,positive
1059879814092472320,0.5453,neutral
1059847374363914240,0.3697,negative
1059869911089102849,0.4275,negative
1059623908519882757,0.0652,negative
1059944964505944066,0.1804,negative
1059491968869376003,0.3841,negative
1059057096375832577,0.3243,negative
1059656892493021185,0.6231,positive
1059758054072377344,0.5968,positive
1059937019500093440,0.3031,negative
1059780619486617600,0.5744,positive
1059797936522125312,0.6998,positive
1057723886123409408,0.5159,neutral
1059791625776455680,0.1551,negative
1059951870632960001,0.6661,positive
1057332187048095745,0.6139,positive
1059524719030951936,0.4784,neutral
1059855389968211968,0.6865,positive
1059734197567479808,1.0000,positive
1059642658212208640,0.7239,positive
1059952176112517121,0.1102,negative
1059627540627816448,0.4669,neutral
1058429087012847617,0.5423,neutral
1059490668014379008,0.7227,positive
1056912395505991681,0.5622,positive
1059804572217155584,0.5846,positive
1059938464639213568,0.3986,negative
1057861509303468034,0.5857,positive
1059785097187069953,0.1774,negative
1057009666977423362,0.4048,negative
1059929400785977345,0.8887,positive
1057617395072811008,0.3187,negative
1059908553903931398,0.5375,neutral
1057043440842633216,0.5846,positive
1059613878546546689,0.3609,negative
1059765633599053824,0.7128,positive
1057627810779455488,0.7128,positive
1059928096814628866,0.6124,positive
1058723566148030464,0.6687,positive
1059898436152107008,0.5510,positive
1059814890112720901,0.6170,positive
1059892103923286017,0.5114,neutral
1059792597793804288,0.7124,positive
1059871762496843777,0.7842,positive
1059945187835871241,0.4692,neutral
1057892216776081408,0.7564,positive
1059866028769980418,0.7481,positive
1059820974680477702,0.4125,negative
1059870172008382471,0.2500,negative
1059785490470240256,0.6637,positive
1059807779400114176,0.7000,positive
1059907813533720581,0.4917,neutral
1059813806287798277,0.1723,negative
1059614814866235393,0.6932,positive
1059532346075107328,0.3021,negative
1059945738690535429,0.5624,positive
1059830861040889856,0.5136,neutral
1059872668621721600,0.3248,negative
1057230772309057536,0.5931,positive
1058253047845900290,1.0000,positive
1059349586362449921,0.5000,neutral
1059805858304086017,0.5227,neutral
1059430395542978564,0.4964,neutral
1059610996698963968,0.5903,positive
1059791320833843200,0.4587,neutral
1058253017244266496,0.8333,positive
1057486378588626945,0.4078,negative
1059845483873615872,1.0000,positive
1059791324055027712,0.5700,positive
1059259191095975936,0.4092,negative
1057712066583248898,0.0000,negative
1059619821917220864,0.0330,negative
1059785597303308288,0.5655,positive
1059819396527480833,0.5541,positive
1059931020269703169,0.2959,negative
1059816418055725057,0.4238,negative
1059922249812205569,0.3852,negative
1059940675771396101,0.1552,negative
1059874964051058690,0.2894,negative
1059753216244625408,0.2803,negative
1059876907687251968,0.5659,positive
1059891489994665984,0.1644,negative
1059791454518820864,0.3647,negative
1058846147186491398,0.4330,negative
1059786488790085637,0.0000,negative
1057604220994682880,0.5329,neutral
1059954479603290112,0.4018,negative
1059796974038327297,0.4569,neutral
1059785427111067648,0.5000,neutral
1059218943020335104,0.2674,negative
1057635460783124480,0.7041,positive
1059781876599214080,0.2920,negative
1059609256142495745,0.3370,negative
1059718400845537281,0.2932,negative
1059790717386702848,0.5315,neutral
1059933107925803009,0.7384,positive
1059935861981224961,0.5984,positive
1059852031396069378,0.6470,positive
1058026005032566787,0.5717,positive
1059916385080565767,0.4145,negative
1059926265266876421,0.5000,neutral
1058683809040867330,0.7515,positive
1059630809018195968,0.3711,negative
1057945165669658624,0.5159,neutral
1059116784723415040,0.7702,positive
1059596486332334080,0.4022,negative
1059796314488295424,0.3296,negative
1059742721060098048,0.1667,negative
1059900514123558913,0.4256,negative
1057110048873287685,0.5187,neutral
1059769406375505920,0.4602,neutral
1059610800468488199,0.7222,positive
1059911542425243648,0.2935,negative
1059813128727379968,0.5000,neutral
1059617967267332096,0.3821,negative
1056889276141633536,0.7858,positive
1059583633051316224,0.3378,negative
1059110614633795594,0.7683,positive
1059813146444136448,0.2092,negative
1059854397952401410,0.4652,neutral
1057637481330311168,0.8704,positive
1059861839104880640,0.5448,neutral
1059766754191257600,0.0000,negative
1059884106559959045,0.1671,negative
1059845918625841155,0.3337,negative
1059826686672470017,0.5285,neutral
1059798100276060161,0.7648,positive
1059595259297042432,0.3704,negative
1057995855381348352,0.5005,neutral
1059827247979335680,0.3589,negative
1059791256417722369,0.6857,positive
1059869078914023424,0.6572,positive
1059946569762521094,0.1433,negative
1059775044807729157,0.5213,neutral
1058555466081599488,0.2059,negative
1059571410597765120,0.5817,positive
1058615151727927297,0.6372,positive
1059820191104860163,0.8292,positive
1059909536654405633,0.5094,neutral
1059796844388192258,0.1429,negative
1059822405194080256,0.4947,neutral
1059915879448788992,0.5754,positive
1059844415504744449,0.4050,negative
1056744745438007297,0.7128,positive
1059785590584102912,0.3598,negative
1059935428156055553,0.1058,negative
1059812253057384454,0.4897,neutral
1057341202603954181,0.7228,positive
1059769409332543488,0.5085,neutral
1059785099087134721,0.5123,neutral
1059957451070599168,0.6119,positive
1056873055836880898,0.3573,negative
1056644339701608450,0.7132,positive
1056656435017383937,0.3300,negative
1059865923836887040,0.2872,negative
1059892034683789312,0.7083,positive
1059942612185108480,0.5533,positive
1059609198969769985,0.3182,negative
1059869793208143872,0.5108,neutral
1059632848108511232,0.4495,negative
1059801913619816450,0.7654,positive
1058693080109498368,0.1710,negative
1058341941765644288,0.5000,neutral
1059857157405974528,0.5864,positive
1057171777519009792,0.7680,positive
1059452832124936198,0.7192,positive
1058333161376153600,0.2436,negative
1059837678882119680,0.2399,negative
1059777481329250305,0.8333,positive
1057135483518681088,0.5761,positive
1059782446772875267,0.5458,neutral
1059866274942074886,0.3647,negative
1056942228784975873,0.3573,negative
1059786041278824448,0.6826,positive
1058495230633222144,0.7363,positive
1059893006403297281,0.3666,negative
1059858641292017664,0.2641,negative
1059922971136061443,0.4738,neutral
1059878433742880768,0.8528,positive
1059817160049082370,0.7152,positive
1059784716562370561,0.2778,negative
1058344553936310274,0.8250,positive
1058123287769899008,0.3686,negative
1059219090957570050,0.7500,positive
1059837816585089025,0.5482,neutral
1058848835731185664,0.6155,positive
1059805380748951553,0.5610,positive
1059931852453171201,0.0711,negative
1056719151249743873,0.5928,positive
1059823011858137089,0.4469,negative
1059800479193014274,0.2821,negative
1059816406768869377,0.3008,negative
1059867813253443584,0.7128,positive
1059768603707428864,0.4017,negative
1059784552019869696,0.1856,negative
1059905764414898176,0.7336,positive
1059811479711633408,0.4581,neutral
1059847514743037952,0.4355,negative
1057588526404026370,0.6353,positive
1058304037911703552,0.5252,neutral
1059830218368659456,0.0000,negative
1059784030525239298,0.4858,neutral
1059795568241848322,0.5028,neutral
1059818421951565831,0.7242,positive
1059946737777958921,0.3858,negative
1059797554026680321,0.2500,negative
1059813224311332864,0.6298,positive
1059829439108931584,0.5741,positive
1059643062182391808,0.5730,positive
1059814592505884673,0.5716,positive
1059865745860055041,0.3099,negative
1059636763709321218,0.6196,positive
1059097165405061121,0.1243,negative
1059845392857206784,0.0000,negative
1059845414868971520,0.4130,negative
1057701140807278597,0.2697,negative
1057088972621524998,0.5642,positive
1059847088471728128,0.7273,positive
1059795670511599619,0.2500,negative
1057309996587851776,0.5653,positive
1057892187768324096,0.7632,positive
1056622475960872965,0.6632,positive
1059955407303651329,0.4742,neutral
1059789369823911936,0.6743,positive
1059777275917492224,0.6811,positive
1059776198434324480,0.5185,neutral
1059800936061779968,0.6141,positive
1059783051285327877,0.5161,neutral
1059835862471577600,0.4157,negative
1058401570365280257,0.4164,negative
1059812512902905857,0.7841,positive
1059808112239149056,0.1953,negative
1059804264611110912,0.5771,positive
1059797969833263104,0.4437,negative
1059925524657659905,0.0000,negative
1059866424200577024,1.0000,positive
1058398833628061696,0.5456,neutral
1059912624392060928,0.5677,positive
1059874697238724608,0.4469,negative
1059824668830584832,0.6141,positive
1058720224894205952,0.4760,neutral
1059876060609818624,0.2617,negative
1059950569899638785,0.7767,positive
1059611898642137093,0.1356,negative
1059856008711933953,0.3367,negative
1059808181776461825,0.3000,negative
1059832661349416963,0.3407,negative
1059814533190049792,0.5213,neutral
1059953068668784641,0.1600,negative
1058977267576123392,0.4771,neutral
1059818094208696321,0.5825,positive
1059904981615157248,0.8625,positive
1059941834607263744,0.4944,neutral
1059794764227403776,0.4848,neutral
1059781591227121664,0.5000,neutral
1059790381817192448,0.3356,negative
1059814052149501952,0.4546,neutral
1059188993907216384,0.3850,negative
1059835202938249216,0.5545,positive
1057084880104968192,0.5399,neutral
1059770100541255680,0.3957,negative
1057721193246220289,0.6432,positive
1059827004491644928,0.4342,negative
1057801204238086145,0.5117,neutral
1059793498839400448,0.4794,neutral
1056943271027589121,0.8333,positive
1058099669560107009,0.4164,negative
1059778130137751553,0.2882,negative
1059883411056287744,0.8317,positive
1059818558040039426,0.4420,negative
1059805375912968192,0.8333,positive
1059796038540767233,0.8473,positive
1059783142544936960,0.7534,positive
1059936793745911809,0.6066,positive
1059797150652080128,0.6299,positive
1059727084346658817,0.5579,positive
1059640771601752064,0.2789,negative
1059835376888700928,0.6063,positive
1059676500134367232,0.2485,negative
1059556134120505344,0.3679,negative
1059905232375873537,0.5484,neutral
1059856850575855617,0.5514,positive
1059806826999545856,0.3999,negative
1059932186390884352,0.5016,neutral
1059938219301748741,0.1719,negative
1056914803946602497,0.4965,neutral
1058519304034025474,0.8173,positive
1059929187744661505,1.0000,positive
1059805215120068608,0.6828,positive
1059806031705001984,0.8457,positive
1059895666758086656,0.4113,negative
1056720147656949760,0.3148,negative
1059901987578249216,0.7857,positive
1059808001920585728,0.6448,positive
1059958361666605056,0.5179,neutral
1057709948585590784,0.8164,positive
1059886887991529472,0.5661,positive
1059870411742212097,0.6222,positive
1059225826359676934,0.4253,negative
1059853638791766017,0.5000,neutral
1059897616169947136,0.8265,positive
1059778871262957569,0.6071,positive
1059823979744108544,0.4317,negative
1059795938414395392,0.5987,positive
1059786047725420544,0.6039,positive
1058143126269972480,0.2917,negative
1059869884794970114,0.7101,positive
1059875923980361728,0.7373,positive
1059615887794335744,0.4657,neutral
1059911958659506176,0.5407,neutral
1059911128485187585,0.4692,neutral
1059858353000759297,0.4809,neutral
1059789353726164992,0.2222,negative
1059176135488163840,0.4081,negative
1058101582691291136,0.1986,negative
1059946324936810496,0.6894,positive
1059248956285378561,0.5717,positive
1058210398053285888,0.5150,neutral
1058781996330164225,0.6264,positive
1057167269476925440,0.5864,positive
1059829554796261378,0.4355,negative
1059607726156906497,0.6456,positive
1059790275491577857,0.7697,positive
1057699945304735749,0.0833,negative
1058138370109517824,0.5996,positive
1059814750400458754,0.6592,positive
1057513251150462976,0.5034,neutral
1059936813891158017,0.1133,negative
1058083887937658885,0.3865,negative
1058857373438279680,0.5564,positive
1059914005672812545,0.6454,positive
1059836508767694850,0.4907,neutral
1057085797738909697,0.4970,neutral
1058727671163731968,0.5185,neutral
1059890665709060096,0.8218,positive
1059602866514608128,0.0647,negative
1059791705669541888,0.4206,negative
1058729309769293824,0.7845,positive
1059631756851195904,0.4405,negative
1058120155128045570,0.4695,neutral
1058615009549393920,0.5447,neutral
1057483768703922176,0.5174,neutral
1059863767008317440,0.5958,positive
1058134675561107456,0.4433,negative
1059143318469263362,0.6486,positive
1059792013049188353,0.4821,neutral
1059642779180109824,0.5610,positive
1059834919084535808,0.6452,positive
1059618585327427584,0.4758,neutral
1059870374312206336,0.6383,positive
1059796440959066114,0.5541,positive
1059656542683828224,0.8980,positive
1059836863463260160,0.3731,negative
1059606507346632704,0.5717,positive
1059842366742372353,0.5990,positive
1057479855208611840,0.4508,neutral
1056916079451275264,0.5773,positive
1059648892961206272,0.6265,positive
1059596424839655430,0.5000,neutral
1059813293043408896,0.9042,positive
1059911990565580802,0.2778,negative
1059619538759753733,0.3475,negative
1059806199342874625,0.5913,positive
1059850991418400768,0.5687,positive
1056627647680253953,0.6157,positive
1059878227030827009,0.2561,negative
1059831495949541377,0.5526,positive
1059445346164719616,0.4728,neutral
1059579748236619776,0.6280,positive
1059891732752617475,0.9429,positive
1059918691012435968,0.2956,negative
1059786457697734663,0.3497,negative
1059859332651778049,0.6462,positive
1057364777775837184,0.5868,positive
1059859610478301186,0.4204,negative
1059616336270254080,0.4694,neutral
1059812898455871489,0.3657,negative
1056883195407462401,0.9548,positive
1059819214008139777,0.3785,negative
1059790071757500417,0.2746,negative
1059796137064964097,0.3077,negative
1059790912988024833,0.3997,negative
1059809608192192512,0.5657,positive
1059870363033706501,0.2556,negative
1059913813515034624,0.5000,neutral
1058506960696422400,0.6071,positive
1059729937727451136,0.5000,neutral
1059822571410075649,0.4171,negative
1059794246801203201,0.4862,neutral
1056621451745341440,0.3122,negative
1059883060504731648,0.4640,neutral
1057041183367745537,0.9044,positive
1059775300882571264,0.5467,neutral
1059886078344204289,0.6992,positive
1059958139548778501,0.5040,neutral
1059943275833028608,0.3489,negative
1059861639548297218,0.6472,positive
1059793475028373509,0.6404,positive
1059821778162327554,0.6950,positive
1059870193919410177,0.5253,neutral
1059858915507273730,0.4254,negative
1059863317647421442,0.2956,negative
1059937821073514496,0.5285,neutral
1057059531153379328,0.0000,negative
1059929043905191937,0.3617,negative
1059625299460141057,0.5112,neutral
1059807562474930178,0.1953,negative
1059797677993586689,0.1000,negative
1058136452972843012,0.6096,positive
1059933764493721602,0.4432,negative
1059860090184966148,0.5000,neutral
1059882085584920577,0.5000,neutral
1058268088481632261,0.4771,neutral
1059941735202209792,0.0545,negative
1059805946665426944,0.8003,positive
1059938732504178690,0.2394,negative
1059796346998308864,0.6252,positive
1059850510382088193,0.3802,negative
1059905210242555905,0.5726,positive
1059606168044224512,0.2675,negative
1059812604032487424,0.7101,positive
1057642400179343363,0.7516,positive
1057041541460570113,0.5052,neutral
1059777421002473473,0.6851,positive
1057985994752876544,0.1552,negative
1059902479943589889,0.6371,positive
1057050041330868224,0.4914,neutral
1059884917285359617,0.3905,negative
1059856319413436418,0.5183,neutral
1059825812600430592,0.4461,negative
1059792548846358529,0.5412,neutral
1057892234656444417,0.6275,positive
1059784866710126592,0.7265,positive
1058835728610873344,0.3892,negative
1058708750528405507,0.7041,positive
1057858664210616320,0.4009,negative
1059896237921570816,0.4482,negative
1059865989079281665,0.4706,neutral
1057159944510889984,0.6130,positive
1058222874136207360,0.4561,neutral
1059808842593300480,0.2243,negative
1059847880415084547,0.6448,positive
1059037272761421824,0.6756,positive
1059909759221030913,0.1491,negative
1059816611836846086,0.4553,neutral
1058884760372690951,0.5517,positive
1059826225395458048,0.3334,negative
1059912533073649665,0.5000,neutral
1059944141830926336,0.6819,positive
1059892220453683201,0.5028,neutral
1059665170253910016,0.3805,negative
1059874644642152448,0.4555,neutral
1059868582807552002,0.3752,negative
1059831763571216386,0.5885,positive
1059796565777436673,0.5594,positive
1059820781771939840,0.4607,neutral
1059846363264049153,0.3714,negative
1059763616495427585,0.5000,neutral
1059885134718078976,0.6924,positive
1059501129262866433,0.4376,negative
1057892318941007872,0.5297,neutral
1059729589566619648,0.5000,neutral
1059787868330254336,0.4119,negative
1059792805202149376,0.4687,neutral
1059789801438756865,0.4980,neutral
1059790937944219648,0.5000,neutral
1059863225217568768,0.2674,negative
1059887709055942656,0.4735,neutral
1059797272383381504,0.6457,positive
1056693452409311232,0.8744,positive
1059791559913287680,0.5990,positive
1059847071937822724,0.5227,neutral
1059797069098049536,0.5717,positive
1059837751984603137,0.6923,positive
1056903123220992000,0.3963,negative
1058001552902893568,0.4924,neutral
1058316228022939649,0.5566,positive
1059806726017507330,0.4595,neutral
1058828761993494528,0.5365,neutral
1058615176000356353,0.7282,positive
1059804846071668736,0.3513,negative
1056697156088807426,0.4842,neutral
1059643522305929216,0.4518,neutral
1059400241361965057,0.5773,positive
1057780141873643525,0.3994,negative
1059829911916032000,0.5435,neutral
1059007752972967937,0.5884,positive
1059778249079820293,0.5188,neutral
1059799722381193216,0.3874,negative
1059775531481264128,0.3991,negative
1058288887741722624,0.7545,positive
1059768947933876230,0.8123,positive
1058051653214052352,0.2761,negative
1059779968790618112,0.6239,positive
1059791009641574405,0.5367,neutral
1059943817279913986,0.7970,positive
1059926774572834819,0.5849,positive
1059942169513992192,0.4460,negative
1059887187792183296,0.5598,positive
1059797856511500288,0.3481,negative
1059931476811309057,1.0000,positive
1059792111015510017,0.8139,positive
1059804199955951616,0.4714,neutral
1059802588563038208,0.1178,negative
1059932600733700096,0.4009,negative
1059892192561561600,0.4897,neutral
1059802595542425601,0.5221,neutral
1059233879138156544,0.5717,positive
